block_id,task_id,activity_type,dept,asset_type,section_id,line_type,km,asset_age_years,days_since_maintenance,severity,crew_type,crew_experience_band,tasks_in_block,block_permits,start_hour,is_night,month,is_monsoon,access_difficulty,nominal_duration_min,actual_duration_min,overran,overrun_min,overrun_reason
H000387,TRD-009,TRD_MAST_REPAIR,TRD,ohe_mast,DIV01,single,117.14,12.8,668,important,ohe_team,B,2,power_block,7,0,4,0,easy,90,50,0,0,
H000388,TRD-008,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN10,double,138.72,31.9,747,critical,ohe_team,A,5,power_block,5,0,8,1,hard,90,105,1,15,traffic_clearance
H000389,ENG-023,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN09,double,121.66,9.0,268,routine,track_machine,A,1,power_block|traffic_block,4,1,10,0,easy,195,145,0,0,
H000390,TRD-032,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN08,double,110.65,22.0,451,important,ohe_team,B,1,power_block,18,0,11,0,easy,90,60,0,0,
H000391,ENG-059,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN08,double,115.6,25.2,348,critical,track_machine,A,3,power_block|traffic_block,2,1,7,1,moderate,210,230,1,20,scope
H000392,ENG-043,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN04,double,53.76,24.9,353,important,track_machine,A,3,power_block|traffic_block,8,0,9,1,moderate,240,230,0,0,
H000393,TRD-012,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH04,single,48.94,9.7,786,critical,ohe_team,A,3,power_block,9,0,2,0,easy,75,55,0,0,
H000394,ENG-022,ENG_RAIL_RENEWAL,ENG,track_segment,MAIN09,double,123.09,3.7,268,important,track_gang,C,4,power_block|traffic_block,13,0,2,0,hard,150,180,1,30,traffic_clearance
H000395,SNT-029,SNT_TRACK_CIRCUIT,SNT,track_circuit,MAIN04,double,58.01,26.0,230,critical,signal_team,B,3,disconnection,22,0,8,1,easy,60,60,0,0,
H000396,ENG-018,ENG_BALLAST_SCREENING,ENG,track_segment,DIV01,single,113.72,6.7,305,critical,track_machine,A,1,power_block|traffic_block,18,0,5,0,easy,240,160,0,0,
H000397,ENG-016,ENG_TAMPING,ENG,track_segment,DIV01,single,115.53,1.7,287,important,track_machine,B,1,power_block|traffic_block,11,0,11,0,easy,120,100,0,0,
H000398,SNT-019,SNT_CABLE_WORK,SNT,signal,MAIN07,double,89.99,26.7,312,critical,signal_team,C,2,traffic_block,0,1,12,0,moderate,105,105,0,0,
H000399,ENG-057,ENG_LC_MAINTENANCE,ENG,level_crossing,MAIN05,double,68.66,31.2,125,important,track_gang,B,2,traffic_block,8,0,3,0,moderate,45,35,0,0,
H000400,ENG-054,ENG_TAMPING,ENG,track_segment,MAIN02,double,24.44,17.5,202,important,track_machine,A,2,power_block|traffic_block,11,0,1,0,easy,105,70,0,0,
H000401,TRD-013,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN01,double,2.05,31.6,802,critical,ohe_team,B,3,power_block,22,0,12,0,hard,105,105,0,0,
H000402,ENG-041,ENG_WELD_REPAIR,ENG,track_segment,MAIN08,double,106.52,29.8,172,routine,track_gang,B,2,traffic_block,16,0,10,0,moderate,75,60,0,0,
H000403,ENG-055,ENG_WELD_REPAIR,ENG,track_segment,MAIN02,double,20.37,31.7,310,important,track_gang,C,2,traffic_block,8,0,7,1,moderate,75,70,0,0,
H000404,SNT-026,SNT_TRACK_CIRCUIT,SNT,track_circuit,BRCH03,single,42.73,0.8,158,routine,signal_team,C,1,disconnection,3,1,3,0,moderate,60,55,0,0,
H000405,ENG-028,ENG_TAMPING,ENG,track_segment,MAIN03,double,38.46,31.5,173,important,track_machine,B,3,power_block|traffic_block,3,1,8,1,easy,90,90,0,0,
H000406,SNT-025,SNT_TRACK_CIRCUIT,SNT,track_circuit,DIV01,single,111.24,16.2,386,important,signal_team,A,2,disconnection,20,0,7,1,moderate,45,35,0,0,
H000407,TRD-041,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN10,double,147.8,9.1,621,critical,ohe_team,A,3,power_block,18,0,11,0,moderate,75,55,0,0,
H000408,ENG-031,ENG_WELD_REPAIR,ENG,track_segment,BRCH01,single,3.54,12.8,308,important,track_gang,B,3,traffic_block,8,0,7,1,easy,75,60,0,0,
H000409,TRD-014,TRD_CONTACT_WIRE,TRD,ohe_section,MAIN05,double,69.21,12.3,235,important,ohe_tower_car,C,4,power_block|traffic_block,22,0,6,1,easy,180,210,1,30,traffic_clearance
H000410,TRD-066,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH01,single,0.71,24.1,570,important,ohe_team,B,4,power_block,9,0,3,0,moderate,90,80,0,0,
H000411,ENG-069,ENG_TAMPING,ENG,track_segment,MAIN10,double,140.16,18.9,184,important,track_machine,C,5,power_block|traffic_block,8,0,3,0,moderate,120,135,1,15,traffic_clearance
H000412,TRD-066,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH01,single,0.71,24.1,570,important,ohe_team,C,3,power_block,0,1,8,1,moderate,90,115,1,25,late_start
H000413,ENG-013,ENG_WELD_REPAIR,ENG,track_segment,BRCH02,single,18.41,23.9,199,important,track_gang,A,1,traffic_block,16,0,12,0,easy,75,40,0,0,
H000414,ENG-067,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN01,double,5.95,4.3,24,routine,track_machine,B,1,power_block|traffic_block,19,0,12,0,easy,240,160,0,0,
H000415,ENG-015,ENG_BALLAST_SCREENING,ENG,track_segment,BRCH01,single,1.03,22.6,192,routine,track_machine,C,3,power_block|traffic_block,7,0,1,0,easy,210,215,1,5,traffic_clearance
H000416,ENG-046,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN11,double,162.01,29.9,213,important,track_machine,C,1,power_block|traffic_block,21,0,8,1,easy,240,235,0,0,
H000417,ENG-044,ENG_RAIL_RENEWAL,ENG,track_segment,MAIN11,double,171.4,13.6,225,routine,track_gang,C,1,power_block|traffic_block,14,0,6,1,easy,165,165,0,0,
H000418,ENG-056,ENG_RAIL_RENEWAL,ENG,track_segment,MAIN07,double,99.55,18.2,75,routine,track_gang,B,1,power_block|traffic_block,21,0,9,1,moderate,195,170,0,0,
H000419,ENG-015,ENG_BALLAST_SCREENING,ENG,track_segment,BRCH01,single,1.03,22.6,192,routine,track_machine,B,2,power_block|traffic_block,14,0,2,0,moderate,210,175,0,0,
H000420,SNT-025,SNT_TRACK_CIRCUIT,SNT,track_circuit,DIV01,single,111.24,16.2,386,important,signal_team,C,4,disconnection,15,0,3,0,hard,45,50,1,5,traffic_clearance
H000421,ENG-052,ENG_WELD_REPAIR,ENG,track_segment,MAIN11,double,158.13,17.6,133,important,track_gang,B,1,traffic_block,13,0,10,0,easy,75,110,1,35,scope
H000422,SNT-005,SNT_SIGNAL_TESTING,SNT,signal,BRCH03,single,36.99,7.2,281,important,signal_team,B,4,disconnection,20,0,8,1,easy,45,40,0,0,
H000423,TRD-036,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN03,double,34.18,11.9,492,critical,ohe_team,B,4,power_block,9,0,10,0,moderate,75,75,0,0,
H000424,ENG-041,ENG_WELD_REPAIR,ENG,track_segment,MAIN08,double,106.52,29.8,172,routine,track_gang,B,1,traffic_block,13,0,2,0,moderate,75,50,0,0,
H000425,SNT-006,SNT_AXLE_COUNTER,SNT,track_circuit,BRCH03,single,40.92,8.5,379,routine,signal_team,B,2,disconnection|traffic_block,7,0,8,1,moderate,60,50,0,0,
H000426,TRD-063,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH02,single,22.52,3.0,717,routine,ohe_team,A,3,power_block,9,0,5,0,moderate,75,45,0,0,
H000427,ENG-048,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN11,double,165.16,31.3,128,important,track_machine,A,1,power_block|traffic_block,15,0,5,0,moderate,225,205,0,0,
H000428,ENG-069,ENG_TAMPING,ENG,track_segment,MAIN10,double,140.16,18.9,184,important,track_machine,C,1,power_block|traffic_block,19,0,8,1,moderate,120,155,1,35,late_start
H000429,ENG-004,ENG_WELD_REPAIR,ENG,track_segment,BRCH02,single,24.98,21.1,330,critical,track_gang,B,1,traffic_block,19,0,7,1,easy,75,130,1,55,weather
H000430,TRD-070,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN11,double,179.91,17.3,254,routine,ohe_team,B,2,power_block,2,1,11,0,moderate,90,75,0,0,
H000431,TRD-052,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH03,single,42.64,9.1,403,routine,ohe_team,A,2,power_block,0,1,2,0,moderate,90,65,0,0,
H000432,TRD-026,TRD_TENSIONING,TRD,ohe_section,MAIN02,double,18.93,13.2,311,important,ohe_tower_car,A,2,power_block|traffic_block,5,0,5,0,moderate,120,95,0,0,
H000433,SNT-033,SNT_SIGNAL_TESTING,SNT,signal,MAIN01,double,4.09,11.5,299,critical,signal_team,B,3,disconnection,5,0,11,0,easy,45,40,0,0,
H000434,SNT-032,SNT_TRACK_CIRCUIT,SNT,track_circuit,MAIN09,double,131.21,7.9,129,routine,signal_team,A,1,disconnection,15,0,6,1,easy,60,30,0,0,
H000435,ENG-037,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN06,double,81.88,14.0,361,important,track_machine,B,4,power_block|traffic_block,13,0,7,1,moderate,240,235,0,0,
H000436,TRD-003,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN11,double,154.16,23.5,31,routine,ohe_team,A,2,power_block,15,0,1,0,moderate,90,55,0,0,
H000437,SNT-018,SNT_SIGNAL_TESTING,SNT,signal,MAIN08,double,118.68,9.3,250,important,signal_team,B,1,disconnection,9,0,2,0,easy,45,25,0,0,
H000438,TRD-003,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN11,double,154.16,23.5,31,routine,ohe_team,B,4,power_block,9,0,12,0,moderate,90,70,0,0,
H000439,TRD-024,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN02,double,22.72,3.2,700,important,ohe_team,B,1,power_block,19,0,4,0,moderate,90,55,0,0,
H000440,SNT-002,SNT_SIGNAL_TESTING,SNT,signal,MAIN02,double,30.09,20.7,89,important,signal_team,B,3,disconnection,19,0,1,0,easy,30,50,1,20,crew
H000441,SNT-018,SNT_SIGNAL_TESTING,SNT,signal,MAIN08,double,118.68,9.3,250,important,signal_team,B,5,disconnection,17,0,7,1,hard,45,50,1,5,late_start
H000442,ENG-033,ENG_RAIL_RENEWAL,ENG,track_segment,MAIN09,double,130.15,26.1,34,routine,track_gang,B,3,power_block|traffic_block,9,0,11,0,moderate,165,160,0,0,
H000443,TRD-059,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH02,single,26.91,29.2,387,important,ohe_team,A,4,power_block,6,0,1,0,moderate,90,65,0,0,
H000444,SNT-019,SNT_CABLE_WORK,SNT,signal,MAIN07,double,89.99,26.7,312,critical,signal_team,A,4,traffic_block,14,0,10,0,easy,105,90,0,0,
H000445,TRD-056,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN06,double,76.98,30.0,722,critical,ohe_team,C,2,power_block,22,0,11,0,moderate,90,90,0,0,
H000446,ENG-038,ENG_TAMPING,ENG,track_segment,MAIN07,double,92.09,14.0,334,important,track_machine,B,2,power_block|traffic_block,7,0,3,0,easy,105,70,0,0,
H000447,ENG-066,ENG_WELD_REPAIR,ENG,track_segment,BRCH04,single,44.44,16.9,370,critical,track_gang,A,1,traffic_block,2,1,5,0,moderate,75,65,0,0,
H000448,TRD-039,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN10,double,145.42,18.8,706,critical,ohe_team,C,3,power_block,16,0,9,1,easy,75,195,1,120,crew
H000449,TRD-023,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN10,double,137.35,26.0,222,routine,ohe_team,A,3,power_block,16,0,11,0,moderate,90,95,1,5,traffic_clearance
H000450,SNT-002,SNT_SIGNAL_TESTING,SNT,signal,MAIN02,double,30.09,20.7,89,important,signal_team,B,2,disconnection,15,0,10,0,moderate,30,20,0,0,
H000451,TRD-046,TRD_MAST_REPAIR,TRD,ohe_mast,DIV01,single,116.32,11.3,398,routine,ohe_team,B,3,power_block,3,1,9,1,hard,90,110,1,20,traffic_clearance
H000452,ENG-012,ENG_WELD_REPAIR,ENG,track_segment,MAIN04,double,59.74,22.6,185,important,track_gang,B,4,traffic_block,9,0,12,0,easy,90,65,0,0,
H000453,TRD-019,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN04,double,47.28,20.7,470,critical,ohe_team,B,5,power_block,17,0,6,1,easy,75,65,0,0,
H000454,TRD-037,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN11,double,161.43,24.0,534,critical,ohe_team,C,1,power_block,6,0,11,0,easy,75,100,1,25,material
H000455,TRD-044,TRD_CONTACT_WIRE,TRD,ohe_section,MAIN07,double,101.47,12.8,98,routine,ohe_tower_car,A,4,power_block|traffic_block,8,0,6,1,moderate,165,145,0,0,
H000456,ENG-067,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN01,double,5.95,4.3,24,routine,track_machine,B,4,power_block|traffic_block,2,1,1,0,moderate,240,215,0,0,
H000457,SNT-019,SNT_CABLE_WORK,SNT,signal,MAIN07,double,89.99,26.7,312,critical,signal_team,A,5,traffic_block,21,0,8,1,easy,105,85,0,0,
H000458,SNT-009,SNT_SIGNAL_TESTING,SNT,signal,MAIN09,double,126.6,30.2,80,routine,signal_team,B,2,disconnection,11,0,5,0,easy,30,20,0,0,
H000459,ENG-054,ENG_TAMPING,ENG,track_segment,MAIN02,double,24.44,17.5,202,important,track_machine,B,3,power_block|traffic_block,20,0,10,0,moderate,105,140,1,35,weather
H000460,TRD-005,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH04,single,49.05,0.9,736,critical,ohe_team,C,2,power_block,22,0,8,1,moderate,75,85,1,10,traffic_clearance
H000461,ENG-075,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN06,double,79.02,2.0,252,important,track_machine,A,4,power_block|traffic_block,12,0,9,1,easy,240,180,0,0,
H000462,ENG-025,ENG_RAIL_RENEWAL,ENG,track_segment,BRCH01,single,12.29,10.3,275,critical,track_gang,C,3,power_block|traffic_block,15,0,4,0,moderate,195,195,0,0,
H000463,SNT-022,SNT_SIGNAL_TESTING,SNT,signal,MAIN11,double,163.12,14.4,190,important,signal_team,C,1,disconnection,6,0,4,0,hard,30,30,0,0,
H000464,TRD-041,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN10,double,147.8,9.1,621,critical,ohe_team,A,2,power_block,16,0,7,1,easy,75,60,0,0,
H000465,ENG-071,ENG_WELD_REPAIR,ENG,track_segment,MAIN07,double,96.73,15.2,338,important,track_gang,C,1,traffic_block,8,0,9,1,easy,105,115,1,10,scope
H000466,ENG-072,ENG_TAMPING,ENG,track_segment,MAIN09,double,131.92,28.8,375,critical,track_machine,C,1,power_block|traffic_block,9,0,6,1,easy,105,115,1,10,late_start
H000467,ENG-053,ENG_LC_MAINTENANCE,ENG,level_crossing,BRCH04,single,47.4,10.1,219,critical,track_gang,B,3,traffic_block,20,0,6,1,moderate,60,60,0,0,
H000468,TRD-010,TRD_TENSIONING,TRD,ohe_section,MAIN01,double,5.24,15.9,261,critical,ohe_tower_car,B,4,power_block|traffic_block,7,0,12,0,moderate,105,110,1,5,scope
H000469,TRD-036,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN03,double,34.18,11.9,492,critical,ohe_team,B,3,power_block,6,0,11,0,moderate,75,65,0,0,
H000470,SNT-002,SNT_SIGNAL_TESTING,SNT,signal,MAIN02,double,30.09,20.7,89,important,signal_team,A,3,disconnection,20,0,8,1,moderate,30,45,1,15,traffic_clearance
H000471,TRD-027,TRD_MAST_REPAIR,TRD,ohe_mast,DIV01,single,118.76,2.7,783,critical,ohe_team,B,2,power_block,12,0,8,1,easy,90,80,0,0,
H000472,TRD-034,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN10,double,145.63,8.9,495,important,ohe_team,A,2,power_block,0,1,9,1,moderate,75,70,0,0,
H000473,ENG-042,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN10,double,140.69,10.6,296,routine,track_machine,B,5,power_block|traffic_block,5,0,5,0,moderate,210,180,0,0,
H000474,TRD-013,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN01,double,2.05,31.6,802,critical,ohe_team,A,2,power_block,2,1,4,0,easy,105,85,0,0,
H000475,ENG-007,ENG_TAMPING,ENG,track_segment,MAIN06,double,86.45,31.2,298,critical,track_machine,A,1,power_block|traffic_block,21,0,6,1,easy,105,95,0,0,
H000476,TRD-068,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN05,double,71.27,0.5,777,important,ohe_team,B,4,power_block,6,0,12,0,moderate,75,55,0,0,
H000477,TRD-050,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH04,single,44.22,21.1,135,important,ohe_team,B,2,power_block,22,0,9,1,easy,90,75,0,0,
H000478,TRD-052,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH03,single,42.64,9.1,403,routine,ohe_team,A,2,power_block,15,0,7,1,easy,90,55,0,0,
H000479,TRD-009,TRD_MAST_REPAIR,TRD,ohe_mast,DIV01,single,117.14,12.8,668,important,ohe_team,B,1,power_block,5,0,6,1,easy,90,70,0,0,
H000480,TRD-066,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH01,single,0.71,24.1,570,important,ohe_team,A,2,power_block,23,1,1,0,moderate,90,75,0,0,
H000481,TRD-040,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN02,double,23.63,7.9,596,important,ohe_team,B,2,power_block,8,0,5,0,easy,90,60,0,0,
H000482,SNT-029,SNT_TRACK_CIRCUIT,SNT,track_circuit,MAIN04,double,58.01,26.0,230,critical,signal_team,A,2,disconnection,21,0,11,0,moderate,60,55,0,0,
H000483,TRD-010,TRD_TENSIONING,TRD,ohe_section,MAIN01,double,5.24,15.9,261,critical,ohe_tower_car,C,1,power_block|traffic_block,15,0,6,1,moderate,105,110,1,5,late_start
H000484,SNT-019,SNT_CABLE_WORK,SNT,signal,MAIN07,double,89.99,26.7,312,critical,signal_team,B,4,traffic_block,16,0,5,0,easy,105,80,0,0,
H000485,ENG-041,ENG_WELD_REPAIR,ENG,track_segment,MAIN08,double,106.52,29.8,172,routine,track_gang,C,2,traffic_block,12,0,9,1,moderate,75,75,0,0,
H000486,ENG-072,ENG_TAMPING,ENG,track_segment,MAIN09,double,131.92,28.8,375,critical,track_machine,A,4,power_block|traffic_block,17,0,10,0,easy,105,80,0,0,
H000487,ENG-002,ENG_TAMPING,ENG,track_segment,BRCH04,single,52.63,27.0,182,important,track_machine,A,1,power_block|traffic_block,11,0,6,1,hard,105,95,0,0,
H000488,SNT-014,SNT_CABLE_WORK,SNT,signal,DIV01,single,106.13,16.7,144,routine,signal_team,B,1,traffic_block,20,0,9,1,hard,105,95,0,0,
H000489,SNT-003,SNT_CABLE_WORK,SNT,signal,BRCH02,single,18.37,5.6,190,routine,signal_team,C,1,traffic_block,5,0,10,0,easy,120,90,0,0,
H000490,TRD-024,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN02,double,22.72,3.2,700,important,ohe_team,B,3,power_block,9,0,10,0,easy,90,55,0,0,
H000491,TRD-052,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH03,single,42.64,9.1,403,routine,ohe_team,A,5,power_block,12,0,5,0,easy,90,55,0,0,
H000492,SNT-026,SNT_TRACK_CIRCUIT,SNT,track_circuit,BRCH03,single,42.73,0.8,158,routine,signal_team,B,1,disconnection,9,0,5,0,hard,60,40,0,0,
H000493,ENG-019,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN04,double,59.74,28.1,300,important,track_machine,B,1,power_block|traffic_block,19,0,2,0,moderate,225,170,0,0,
H000494,TRD-066,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH01,single,0.71,24.1,570,important,ohe_team,A,1,power_block,13,0,10,0,moderate,90,80,0,0,
H000495,SNT-009,SNT_SIGNAL_TESTING,SNT,signal,MAIN09,double,126.6,30.2,80,routine,signal_team,A,3,disconnection,7,0,9,1,easy,30,20,0,0,
H000496,SNT-031,SNT_SIGNAL_TESTING,SNT,signal,MAIN03,double,41.46,22.2,269,critical,signal_team,B,4,disconnection,23,1,7,1,easy,45,60,1,15,late_start
H000497,TRD-017,TRD_OHE_INSULATOR,TRD,ohe_section,MAIN11,double,169.84,28.6,228,important,ohe_team,B,2,power_block,5,0,12,0,easy,45,35,0,0,
H000498,TRD-025,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN07,double,89.26,7.6,352,important,ohe_team,B,3,power_block,5,0,10,0,moderate,90,70,0,0,
H000499,TRD-009,TRD_MAST_REPAIR,TRD,ohe_mast,DIV01,single,117.14,12.8,668,important,ohe_team,B,2,power_block,5,0,12,0,moderate,90,70,0,0,
H000500,ENG-012,ENG_WELD_REPAIR,ENG,track_segment,MAIN04,double,59.74,22.6,185,important,track_gang,B,1,traffic_block,4,1,12,0,easy,90,65,0,0,
H000501,ENG-069,ENG_TAMPING,ENG,track_segment,MAIN10,double,140.16,18.9,184,important,track_machine,A,1,power_block|traffic_block,8,0,3,0,easy,120,85,0,0,
H000502,ENG-071,ENG_WELD_REPAIR,ENG,track_segment,MAIN07,double,96.73,15.2,338,important,track_gang,B,4,traffic_block,12,0,10,0,easy,105,85,0,0,
H000503,ENG-022,ENG_RAIL_RENEWAL,ENG,track_segment,MAIN09,double,123.09,3.7,268,important,track_gang,B,3,power_block|traffic_block,7,0,12,0,moderate,150,130,0,0,
H000504,TRD-024,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN02,double,22.72,3.2,700,important,ohe_team,B,1,power_block,8,0,2,0,moderate,90,60,0,0,
H000505,TRD-057,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN02,double,24.34,2.1,499,critical,ohe_team,B,2,power_block,17,0,9,1,easy,105,90,0,0,
H000506,ENG-006,ENG_WELD_REPAIR,ENG,track_segment,MAIN11,double,179.31,29.1,103,routine,track_gang,A,3,traffic_block,6,0,1,0,moderate,90,65,0,0,
H000507,ENG-025,ENG_RAIL_RENEWAL,ENG,track_segment,BRCH01,single,12.29,10.3,275,critical,track_gang,A,3,power_block|traffic_block,1,1,5,0,moderate,195,200,1,5,scope
H000508,ENG-007,ENG_TAMPING,ENG,track_segment,MAIN06,double,86.45,31.2,298,critical,track_machine,B,2,power_block|traffic_block,15,0,10,0,easy,105,85,0,0,
H000509,SNT-020,SNT_AXLE_COUNTER,SNT,track_circuit,MAIN03,double,41.09,12.7,216,routine,signal_team,B,2,disconnection|traffic_block,13,0,11,0,moderate,75,90,1,15,traffic_clearance
H000510,ENG-026,ENG_TAMPING,ENG,track_segment,MAIN11,double,177.25,10.6,349,critical,track_machine,A,2,power_block|traffic_block,3,1,6,1,easy,135,140,1,5,late_start
H000511,ENG-026,ENG_TAMPING,ENG,track_segment,MAIN11,double,177.25,10.6,349,critical,track_machine,C,4,power_block|traffic_block,5,0,9,1,moderate,135,155,1,20,scope
H000512,TRD-033,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN10,double,144.45,19.1,709,critical,ohe_team,B,4,power_block,12,0,9,1,easy,90,110,1,20,traffic_clearance
H000513,TRD-054,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN07,double,98.01,13.3,494,routine,ohe_team,C,4,power_block,4,1,1,0,easy,90,80,0,0,
H000514,SNT-025,SNT_TRACK_CIRCUIT,SNT,track_circuit,DIV01,single,111.24,16.2,386,important,signal_team,B,3,disconnection,10,0,10,0,hard,45,40,0,0,
H000515,ENG-066,ENG_WELD_REPAIR,ENG,track_segment,BRCH04,single,44.44,16.9,370,critical,track_gang,B,4,traffic_block,18,0,4,0,moderate,75,60,0,0,
H000516,TRD-040,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN02,double,23.63,7.9,596,important,ohe_team,A,2,power_block,15,0,10,0,easy,90,50,0,0,
H000517,TRD-038,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN03,double,42.62,21.8,612,critical,ohe_team,B,3,power_block,4,1,12,0,hard,75,85,1,10,traffic_clearance
H000518,TRD-042,TRD_TENSIONING,TRD,ohe_section,DIV01,single,109.3,14.1,176,routine,ohe_tower_car,B,3,power_block|traffic_block,13,0,5,0,moderate,120,115,0,0,
H000519,ENG-029,ENG_TAMPING,ENG,track_segment,DIV01,single,107.85,20.7,325,important,track_machine,A,2,power_block|traffic_block,13,0,5,0,easy,105,80,0,0,
H000520,TRD-011,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN05,double,65.81,28.0,783,critical,ohe_team,C,3,power_block,17,0,2,0,moderate,90,150,1,60,scope
H000521,TRD-067,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN11,double,173.98,24.3,710,critical,ohe_team,A,2,power_block,9,0,7,1,moderate,75,70,0,0,
H000522,TRD-067,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN11,double,173.98,24.3,710,critical,ohe_team,C,1,power_block,9,0,9,1,easy,75,140,1,65,material
H000523,SNT-032,SNT_TRACK_CIRCUIT,SNT,track_circuit,MAIN09,double,131.21,7.9,129,routine,signal_team,C,2,disconnection,21,0,4,0,hard,60,55,0,0,
H000524,TRD-051,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH03,single,40.91,21.2,676,important,ohe_team,C,1,power_block,7,0,4,0,hard,90,85,0,0,
H000525,TRD-064,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH04,single,44.22,14.2,640,routine,ohe_team,A,5,power_block,3,1,12,0,moderate,75,65,0,0,
H000526,ENG-055,ENG_WELD_REPAIR,ENG,track_segment,MAIN02,double,20.37,31.7,310,important,track_gang,C,5,traffic_block,11,0,6,1,moderate,75,80,1,5,late_start
H000527,TRD-050,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH04,single,44.22,21.1,135,important,ohe_team,A,2,power_block,3,1,8,1,hard,90,115,1,25,traffic_clearance
H000528,ENG-051,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN11,double,154.21,26.8,302,critical,track_machine,A,2,power_block|traffic_block,18,0,8,1,moderate,240,245,1,5,traffic_clearance
H000529,ENG-030,ENG_WELD_REPAIR,ENG,track_segment,MAIN08,double,118.4,29.2,383,critical,track_gang,B,1,traffic_block,22,0,7,1,easy,90,115,1,25,scope
H000530,ENG-073,ENG_WELD_REPAIR,ENG,track_segment,MAIN08,double,118.06,27.8,255,critical,track_gang,C,1,traffic_block,15,0,7,1,easy,75,125,1,50,traffic_clearance
H000531,ENG-018,ENG_BALLAST_SCREENING,ENG,track_segment,DIV01,single,113.72,6.7,305,critical,track_machine,C,3,power_block|traffic_block,20,0,10,0,moderate,240,295,1,55,traffic_clearance
H000532,SNT-023,SNT_TRACK_CIRCUIT,SNT,track_circuit,DIV01,single,113.93,27.2,273,important,signal_team,B,1,disconnection,15,0,1,0,easy,45,30,0,0,
H000533,SNT-004,SNT_CABLE_WORK,SNT,signal,MAIN04,double,53.89,14.5,284,critical,signal_team,B,3,traffic_block,6,0,5,0,moderate,120,95,0,0,
H000534,SNT-009,SNT_SIGNAL_TESTING,SNT,signal,MAIN09,double,126.6,30.2,80,routine,signal_team,B,2,disconnection,18,0,2,0,moderate,30,45,1,15,material
H000535,TRD-034,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN10,double,145.63,8.9,495,important,ohe_team,B,1,power_block,13,0,2,0,easy,75,55,0,0,
H000536,ENG-064,ENG_TAMPING,ENG,track_segment,MAIN11,double,161.09,13.6,283,important,track_machine,A,2,power_block|traffic_block,12,0,9,1,moderate,120,110,0,0,
H000537,TRD-038,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN03,double,42.62,21.8,612,critical,ohe_team,B,1,power_block,14,0,6,1,moderate,75,135,1,60,crew
