asset_id,month_index,asset_type,dept,section_id,line_type,age_years,days_since_maintenance,maintenance_interval_days,overdue_ratio,annual_gmt,criticality,failures_to_date,months_since_last_defect,season,is_monsoon,defect_within_30d,drainage_quality,formation_condition,true_hazard
OHE00351,5,ohe_mast,TRD,MAIN05,double,30.82,92,365,0.252,70.0,3,2,3,summer,1,0,0.812,0.617,0.0383
OHE00351,6,ohe_mast,TRD,MAIN05,double,30.9,122,365,0.334,70.0,3,2,4,monsoon,1,0,0.812,0.617,0.0686
OHE00351,7,ohe_mast,TRD,MAIN05,double,30.98,152,365,0.416,70.0,3,2,5,monsoon,1,0,0.812,0.617,0.1073
OHE00351,8,ohe_mast,TRD,MAIN05,double,31.07,182,365,0.499,70.0,3,2,6,monsoon,1,0,0.812,0.617,0.1537
OHE00351,9,ohe_mast,TRD,MAIN05,double,31.15,212,365,0.581,70.0,3,2,7,post_monsoon,0,0,0.812,0.617,0.1267
OHE00351,10,ohe_mast,TRD,MAIN05,double,31.23,242,365,0.663,70.0,3,2,8,post_monsoon,0,0,0.812,0.617,0.1631
OHE00351,11,ohe_mast,TRD,MAIN05,double,31.32,272,365,0.745,70.0,3,2,9,post_monsoon,0,0,0.812,0.617,0.2025
OHE00351,12,ohe_mast,TRD,MAIN05,double,31.4,302,365,0.827,70.0,3,2,10,winter,0,0,0.812,0.617,0.2442
OHE00351,13,ohe_mast,TRD,MAIN05,double,31.48,332,365,0.91,70.0,3,2,11,winter,0,0,0.812,0.617,0.2874
OHE00351,14,ohe_mast,TRD,MAIN05,double,31.57,362,365,0.992,70.0,3,2,12,winter,0,0,0.812,0.617,0.3314
OHE00351,15,ohe_mast,TRD,MAIN05,double,31.65,392,365,1.074,70.0,3,2,13,summer,0,0,0.812,0.617,0.3755
OHE00351,16,ohe_mast,TRD,MAIN05,double,31.73,422,365,1.156,70.0,3,2,14,summer,0,0,0.812,0.617,0.419
OHE00351,17,ohe_mast,TRD,MAIN05,double,31.82,452,365,1.238,70.0,3,2,15,summer,1,0,0.812,0.617,0.7542
OHE00351,18,ohe_mast,TRD,MAIN05,double,31.9,482,365,1.321,70.0,3,2,16,monsoon,1,1,0.812,0.617,0.8206
OHE00351,19,ohe_mast,TRD,MAIN05,double,31.98,3,365,0.008,70.0,3,3,0,monsoon,1,0,0.812,0.617,0.0
OHE00351,20,ohe_mast,TRD,MAIN05,double,32.07,33,365,0.09,70.0,3,3,1,monsoon,1,0,0.812,0.617,0.005
OHE00351,21,ohe_mast,TRD,MAIN05,double,32.15,63,365,0.173,70.0,3,3,2,post_monsoon,0,0,0.812,0.617,0.0119
OHE00351,22,ohe_mast,TRD,MAIN05,double,32.23,93,365,0.255,70.0,3,3,3,post_monsoon,0,0,0.812,0.617,0.0268
OHE00351,23,ohe_mast,TRD,MAIN05,double,32.32,123,365,0.337,70.0,3,3,4,post_monsoon,0,0,0.812,0.617,0.0477
OHE00352,0,ohe_mast,TRD,MAIN05,double,24.2,201,365,0.551,70.0,2,1,8,winter,0,0,0.684,0.639,0.0968
OHE00352,1,ohe_mast,TRD,MAIN05,double,24.28,231,365,0.633,70.0,2,1,9,winter,0,1,0.684,0.639,0.1265
OHE00352,2,ohe_mast,TRD,MAIN05,double,24.37,12,365,0.033,70.0,2,2,0,winter,0,0,0.684,0.639,0.0003
OHE00352,3,ohe_mast,TRD,MAIN05,double,24.45,42,365,0.115,70.0,2,2,1,summer,0,0,0.684,0.639,0.0043
OHE00352,4,ohe_mast,TRD,MAIN05,double,24.53,72,365,0.197,70.0,2,2,2,summer,0,0,0.684,0.639,0.0134
OHE00352,5,ohe_mast,TRD,MAIN05,double,24.62,102,365,0.279,70.0,2,2,3,summer,1,0,0.684,0.639,0.0465
OHE00352,6,ohe_mast,TRD,MAIN05,double,24.7,132,365,0.362,70.0,2,2,4,monsoon,1,0,0.684,0.639,0.0789
OHE00352,7,ohe_mast,TRD,MAIN05,double,24.78,162,365,0.444,70.0,2,2,5,monsoon,1,0,0.684,0.639,0.1194
OHE00352,8,ohe_mast,TRD,MAIN05,double,24.87,192,365,0.526,70.0,2,2,6,monsoon,1,1,0.684,0.639,0.1673
OHE00352,9,ohe_mast,TRD,MAIN05,double,24.95,0,365,0.0,70.0,2,3,0,post_monsoon,0,0,0.684,0.639,0.0
OHE00352,10,ohe_mast,TRD,MAIN05,double,25.03,30,365,0.082,70.0,2,3,1,post_monsoon,0,0,0.684,0.639,0.0024
OHE00352,11,ohe_mast,TRD,MAIN05,double,25.12,60,365,0.164,70.0,2,3,2,post_monsoon,0,0,0.684,0.639,0.0102
OHE00352,12,ohe_mast,TRD,MAIN05,double,25.2,90,365,0.247,70.0,2,3,3,winter,0,1,0.684,0.639,0.0237
OHE00352,13,ohe_mast,TRD,MAIN05,double,25.28,5,365,0.014,70.0,2,4,0,winter,0,0,0.684,0.639,0.0001
OHE00352,14,ohe_mast,TRD,MAIN05,double,25.37,35,365,0.096,70.0,2,4,1,winter,0,0,0.684,0.639,0.0036
OHE00352,15,ohe_mast,TRD,MAIN05,double,25.45,65,365,0.178,70.0,2,4,2,summer,0,0,0.684,0.639,0.0132
OHE00352,16,ohe_mast,TRD,MAIN05,double,25.53,95,365,0.26,70.0,2,4,3,summer,0,0,0.684,0.639,0.029
OHE00352,17,ohe_mast,TRD,MAIN05,double,25.62,125,365,0.342,70.0,2,4,4,summer,1,0,0.684,0.639,0.086
OHE00352,18,ohe_mast,TRD,MAIN05,double,25.7,155,365,0.425,70.0,2,4,5,monsoon,1,0,0.684,0.639,0.1331
OHE00352,19,ohe_mast,TRD,MAIN05,double,25.78,185,365,0.507,70.0,2,4,6,monsoon,1,0,0.684,0.639,0.1894
OHE00352,20,ohe_mast,TRD,MAIN05,double,25.87,215,365,0.589,70.0,2,4,7,monsoon,1,0,0.684,0.639,0.254
OHE00352,21,ohe_mast,TRD,MAIN05,double,25.95,245,365,0.671,70.0,2,4,8,post_monsoon,0,0,0.684,0.639,0.1934
OHE00352,22,ohe_mast,TRD,MAIN05,double,26.03,275,365,0.753,70.0,2,4,9,post_monsoon,0,0,0.684,0.639,0.2394
OHE00352,23,ohe_mast,TRD,MAIN05,double,26.12,305,365,0.836,70.0,2,4,10,post_monsoon,0,0,0.684,0.639,0.2879
OHE00353,0,ohe_mast,TRD,MAIN05,double,28.6,280,365,0.767,70.0,2,0,7,winter,0,0,0.929,0.909,0.1582
OHE00353,1,ohe_mast,TRD,MAIN05,double,28.68,310,365,0.849,70.0,2,0,8,winter,0,0,0.929,0.909,0.1894
OHE00353,2,ohe_mast,TRD,MAIN05,double,28.77,340,365,0.932,70.0,2,0,9,winter,0,0,0.929,0.909,0.2216
OHE00353,3,ohe_mast,TRD,MAIN05,double,28.85,370,365,1.014,70.0,2,0,10,summer,0,0,0.929,0.909,0.2543
OHE00353,4,ohe_mast,TRD,MAIN05,double,28.93,400,365,1.096,70.0,2,0,11,summer,0,0,0.929,0.909,0.2869
OHE00353,5,ohe_mast,TRD,MAIN05,double,29.02,430,365,1.178,70.0,2,0,12,summer,1,0,0.929,0.909,0.4693
OHE00353,6,ohe_mast,TRD,MAIN05,double,29.1,460,365,1.26,70.0,2,0,13,monsoon,1,0,0.929,0.909,0.515
OHE00353,7,ohe_mast,TRD,MAIN05,double,29.18,490,365,1.342,70.0,2,0,14,monsoon,1,1,0.929,0.909,0.5587
OHE00353,8,ohe_mast,TRD,MAIN05,double,29.27,7,365,0.019,70.0,2,1,0,monsoon,1,0,0.929,0.909,0.0001
OHE00353,9,ohe_mast,TRD,MAIN05,double,29.35,37,365,0.101,70.0,2,1,1,post_monsoon,0,0,0.929,0.909,0.003
OHE00353,10,ohe_mast,TRD,MAIN05,double,29.43,67,365,0.184,70.0,2,1,2,post_monsoon,0,0,0.929,0.909,0.0103
OHE00353,11,ohe_mast,TRD,MAIN05,double,29.52,97,365,0.266,70.0,2,1,3,post_monsoon,0,0,0.929,0.909,0.0222
OHE00353,12,ohe_mast,TRD,MAIN05,double,29.6,127,365,0.348,70.0,2,1,4,winter,0,0,0.929,0.909,0.0387
OHE00353,13,ohe_mast,TRD,MAIN05,double,29.68,157,365,0.43,70.0,2,1,5,winter,0,0,0.929,0.909,0.0595
OHE00353,14,ohe_mast,TRD,MAIN05,double,29.77,187,365,0.512,70.0,2,1,6,winter,0,0,0.929,0.909,0.0842
OHE00353,15,ohe_mast,TRD,MAIN05,double,29.85,217,365,0.595,70.0,2,1,7,summer,0,0,0.929,0.909,0.1126
OHE00353,16,ohe_mast,TRD,MAIN05,double,29.93,247,365,0.677,70.0,2,1,8,summer,0,1,0.929,0.909,0.144
OHE00353,17,ohe_mast,TRD,MAIN05,double,30.02,5,365,0.014,70.0,2,2,0,summer,1,0,0.929,0.909,0.0001
OHE00353,18,ohe_mast,TRD,MAIN05,double,30.1,35,365,0.096,70.0,2,2,1,monsoon,1,0,0.929,0.909,0.0044
OHE00353,19,ohe_mast,TRD,MAIN05,double,30.18,65,365,0.178,70.0,2,2,2,monsoon,1,0,0.929,0.909,0.016
OHE00353,20,ohe_mast,TRD,MAIN05,double,30.27,95,365,0.26,70.0,2,2,3,monsoon,1,0,0.929,0.909,0.0352
OHE00353,21,ohe_mast,TRD,MAIN05,double,30.35,125,365,0.342,70.0,2,2,4,post_monsoon,0,0,0.929,0.909,0.0421
OHE00353,22,ohe_mast,TRD,MAIN05,double,30.43,155,365,0.425,70.0,2,2,5,post_monsoon,0,0,0.929,0.909,0.0651
OHE00353,23,ohe_mast,TRD,MAIN05,double,30.52,185,365,0.507,70.0,2,2,6,post_monsoon,0,0,0.929,0.909,0.0927
OHE00354,0,ohe_mast,TRD,MAIN05,double,0.9,721,365,1.975,70.0,3,3,20,winter,0,1,0.843,0.969,0.5395
OHE00354,1,ohe_mast,TRD,MAIN05,double,0.98,6,365,0.016,70.0,3,4,0,winter,0,0,0.843,0.969,0.0001
OHE00354,2,ohe_mast,TRD,MAIN05,double,1.07,36,365,0.099,70.0,3,4,1,winter,0,0,0.843,0.969,0.0027
OHE00354,3,ohe_mast,TRD,MAIN05,double,1.15,66,365,0.181,70.0,3,4,2,summer,0,0,0.843,0.969,0.0097
OHE00354,4,ohe_mast,TRD,MAIN05,double,1.23,96,365,0.263,70.0,3,4,3,summer,0,0,0.843,0.969,0.0211
OHE00354,5,ohe_mast,TRD,MAIN05,double,1.32,126,365,0.345,70.0,3,4,4,summer,1,0,0.843,0.969,0.0546
OHE00354,6,ohe_mast,TRD,MAIN05,double,1.4,156,365,0.427,70.0,3,4,5,monsoon,1,1,0.843,0.969,0.0842
OHE00354,7,ohe_mast,TRD,MAIN05,double,1.48,14,365,0.038,70.0,3,5,0,monsoon,1,0,0.843,0.969,0.0006
OHE00354,8,ohe_mast,TRD,MAIN05,double,1.57,44,365,0.121,70.0,3,5,1,monsoon,1,0,0.843,0.969,0.0067
OHE00354,9,ohe_mast,TRD,MAIN05,double,1.65,74,365,0.203,70.0,3,5,2,post_monsoon,0,0,0.843,0.969,0.0134
OHE00354,10,ohe_mast,TRD,MAIN05,double,1.73,104,365,0.285,70.0,3,5,3,post_monsoon,0,0,0.843,0.969,0.0272
OHE00354,11,ohe_mast,TRD,MAIN05,double,1.82,134,365,0.367,70.0,3,5,4,post_monsoon,0,0,0.843,0.969,0.0457
OHE00354,12,ohe_mast,TRD,MAIN05,double,1.9,164,365,0.449,70.0,3,5,5,winter,0,0,0.843,0.969,0.0688
OHE00354,13,ohe_mast,TRD,MAIN05,double,1.98,194,365,0.532,70.0,3,5,6,winter,0,0,0.843,0.969,0.096
OHE00354,14,ohe_mast,TRD,MAIN05,double,2.07,224,365,0.614,70.0,3,5,7,winter,0,0,0.843,0.969,0.1269
OHE00354,15,ohe_mast,TRD,MAIN05,double,2.15,254,365,0.696,70.0,3,5,8,summer,0,1,0.843,0.969,0.1609
OHE00354,16,ohe_mast,TRD,MAIN05,double,2.23,1,365,0.003,70.0,3,6,0,summer,0,0,0.843,0.969,0.0
OHE00354,17,ohe_mast,TRD,MAIN05,double,2.32,31,365,0.085,70.0,3,6,1,summer,1,0,0.843,0.969,0.0035
OHE00354,18,ohe_mast,TRD,MAIN05,double,2.4,61,365,0.167,70.0,3,6,2,monsoon,1,0,0.843,0.969,0.0145
OHE00354,19,ohe_mast,TRD,MAIN05,double,2.48,91,365,0.249,70.0,3,6,3,monsoon,1,0,0.843,0.969,0.0333
OHE00354,20,ohe_mast,TRD,MAIN05,double,2.57,121,365,0.332,70.0,3,6,4,monsoon,1,0,0.843,0.969,0.0599
OHE00354,21,ohe_mast,TRD,MAIN05,double,2.65,151,365,0.414,70.0,3,6,5,post_monsoon,0,0,0.843,0.969,0.0635
OHE00354,22,ohe_mast,TRD,MAIN05,double,2.73,181,365,0.496,70.0,3,6,6,post_monsoon,0,0,0.843,0.969,0.0913
OHE00354,23,ohe_mast,TRD,MAIN05,double,2.82,211,365,0.578,70.0,3,6,7,post_monsoon,0,0,0.843,0.969,0.1233
OHE00355,0,ohe_mast,TRD,MAIN05,double,24.8,772,365,2.115,70.0,2,0,30,winter,0,0,0.509,0.768,0.566
OHE00355,1,ohe_mast,TRD,MAIN05,double,24.88,802,365,2.197,70.0,2,0,31,winter,0,1,0.509,0.768,0.5756
OHE00355,2,ohe_mast,TRD,MAIN05,double,24.97,9,365,0.025,70.0,2,1,0,winter,0,0,0.509,0.768,0.0002
OHE00355,3,ohe_mast,TRD,MAIN05,double,25.05,39,365,0.107,70.0,2,1,1,summer,0,0,0.509,0.768,0.0034
OHE00355,4,ohe_mast,TRD,MAIN05,double,25.13,69,365,0.189,70.0,2,1,2,summer,0,0,0.509,0.768,0.0111
OHE00355,5,ohe_mast,TRD,MAIN05,double,25.22,99,365,0.271,70.0,2,1,3,summer,1,0,0.509,0.768,0.0399
OHE00355,6,ohe_mast,TRD,MAIN05,double,25.3,129,365,0.353,70.0,2,1,4,monsoon,1,0,0.509,0.768,0.0688
OHE00355,7,ohe_mast,TRD,MAIN05,double,25.38,159,365,0.436,70.0,2,1,5,monsoon,1,0,0.509,0.768,0.1051
OHE00355,8,ohe_mast,TRD,MAIN05,double,25.47,189,365,0.518,70.0,2,1,6,monsoon,1,0,0.509,0.768,0.1482
OHE00355,9,ohe_mast,TRD,MAIN05,double,25.55,219,365,0.6,70.0,2,1,7,post_monsoon,0,0,0.509,0.768,0.1163
OHE00355,10,ohe_mast,TRD,MAIN05,double,25.63,249,365,0.682,70.0,2,1,8,post_monsoon,0,1,0.509,0.768,0.1483
OHE00355,11,ohe_mast,TRD,MAIN05,double,25.72,0,365,0.0,70.0,2,2,0,post_monsoon,0,0,0.509,0.768,0.0
OHE00355,12,ohe_mast,TRD,MAIN05,double,25.8,30,365,0.082,70.0,2,2,1,winter,0,0,0.509,0.768,0.0022
OHE00355,13,ohe_mast,TRD,MAIN05,double,25.88,60,365,0.164,70.0,2,2,2,winter,0,0,0.509,0.768,0.0093
OHE00355,14,ohe_mast,TRD,MAIN05,double,25.97,90,365,0.247,70.0,2,2,3,winter,0,1,0.509,0.768,0.0217
OHE00355,15,ohe_mast,TRD,MAIN05,double,26.05,4,365,0.011,70.0,2,3,0,summer,0,0,0.509,0.768,0.0
OHE00355,16,ohe_mast,TRD,MAIN05,double,26.13,34,365,0.093,70.0,2,3,1,summer,0,0,0.509,0.768,0.0031
OHE00355,17,ohe_mast,TRD,MAIN05,double,26.22,64,365,0.175,70.0,2,3,2,summer,1,0,0.509,0.768,0.0201
OHE00355,18,ohe_mast,TRD,MAIN05,double,26.3,94,365,0.258,70.0,2,3,3,monsoon,1,0,0.509,0.768,0.0446
OHE00355,19,ohe_mast,TRD,MAIN05,double,26.38,124,365,0.34,70.0,2,3,4,monsoon,1,0,0.509,0.768,0.079
OHE00355,20,ohe_mast,TRD,MAIN05,double,26.47,154,365,0.422,70.0,2,3,5,monsoon,1,0,0.509,0.768,0.1226
OHE00355,21,ohe_mast,TRD,MAIN05,double,26.55,184,365,0.504,70.0,2,3,6,post_monsoon,0,0,0.509,0.768,0.103
OHE00355,22,ohe_mast,TRD,MAIN05,double,26.63,214,365,0.586,70.0,2,3,7,post_monsoon,0,0,0.509,0.768,0.1383
OHE00355,23,ohe_mast,TRD,MAIN05,double,26.72,244,365,0.668,70.0,2,3,8,post_monsoon,0,0,0.509,0.768,0.1776
OHE00356,0,ohe_mast,TRD,MAIN05,double,25.1,233,365,0.638,70.0,2,3,24,winter,0,0,0.693,0.874,0.1552
OHE00356,1,ohe_mast,TRD,MAIN05,double,25.18,263,365,0.721,70.0,2,3,25,winter,0,0,0.693,0.874,0.1947
OHE00356,2,ohe_mast,TRD,MAIN05,double,25.27,293,365,0.803,70.0,2,3,26,winter,0,0,0.693,0.874,0.2366
OHE00356,3,ohe_mast,TRD,MAIN05,double,25.35,323,365,0.885,70.0,2,3,27,summer,0,0,0.693,0.874,0.2804
OHE00356,4,ohe_mast,TRD,MAIN05,double,25.43,353,365,0.967,70.0,2,3,28,summer,0,1,0.693,0.874,0.3253
OHE00356,5,ohe_mast,TRD,MAIN05,double,25.52,9,365,0.025,70.0,2,4,0,summer,1,0,0.693,0.874,0.0003
OHE00356,6,ohe_mast,TRD,MAIN05,double,25.6,39,365,0.107,70.0,2,4,1,monsoon,1,0,0.693,0.874,0.007
OHE00356,7,ohe_mast,TRD,MAIN05,double,25.68,69,365,0.189,70.0,2,4,2,monsoon,1,0,0.693,0.874,0.023
OHE00356,8,ohe_mast,TRD,MAIN05,double,25.77,99,365,0.271,70.0,2,4,3,monsoon,1,0,0.693,0.874,0.0486
OHE00356,9,ohe_mast,TRD,MAIN05,double,25.85,129,365,0.353,70.0,2,4,4,post_monsoon,0,0,0.693,0.874,0.0531
OHE00356,10,ohe_mast,TRD,MAIN05,double,25.93,159,365,0.436,70.0,2,4,5,post_monsoon,0,0,0.693,0.874,0.0811
OHE00356,11,ohe_mast,TRD,MAIN05,double,26.02,189,365,0.518,70.0,2,4,6,post_monsoon,0,1,0.693,0.874,0.1144
OHE00356,12,ohe_mast,TRD,MAIN05,double,26.1,13,365,0.036,70.0,2,5,0,winter,0,0,0.693,0.874,0.0005
OHE00356,13,ohe_mast,TRD,MAIN05,double,26.18,43,365,0.118,70.0,2,5,1,winter,0,0,0.693,0.874,0.0059
OHE00356,14,ohe_mast,TRD,MAIN05,double,26.27,73,365,0.2,70.0,2,5,2,winter,0,0,0.693,0.874,0.0179
OHE00356,15,ohe_mast,TRD,MAIN05,double,26.35,103,365,0.282,70.0,2,5,3,summer,0,0,0.693,0.874,0.0365
OHE00356,16,ohe_mast,TRD,MAIN05,double,26.43,133,365,0.364,70.0,2,5,4,summer,0,0,0.693,0.874,0.0617
OHE00356,17,ohe_mast,TRD,MAIN05,double,26.52,163,365,0.447,70.0,2,5,5,summer,1,0,0.693,0.874,0.1469
OHE00356,18,ohe_mast,TRD,MAIN05,double,26.6,193,365,0.529,70.0,2,5,6,monsoon,1,1,0.693,0.874,0.2054
OHE00356,19,ohe_mast,TRD,MAIN05,double,26.68,16,365,0.044,70.0,2,6,0,monsoon,1,0,0.693,0.874,0.0013
OHE00356,20,ohe_mast,TRD,MAIN05,double,26.77,46,365,0.126,70.0,2,6,1,monsoon,1,0,0.693,0.874,0.0117
OHE00356,21,ohe_mast,TRD,MAIN05,double,26.85,76,365,0.208,70.0,2,6,2,post_monsoon,0,0,0.693,0.874,0.0211
OHE00356,22,ohe_mast,TRD,MAIN05,double,26.93,106,365,0.29,70.0,2,6,3,post_monsoon,0,0,0.693,0.874,0.0421
OHE00356,23,ohe_mast,TRD,MAIN05,double,27.02,136,365,0.373,70.0,2,6,4,post_monsoon,0,0,0.693,0.874,0.0701
OHE00357,0,ohe_mast,TRD,MAIN05,double,10.5,672,365,1.841,70.0,2,1,13,winter,0,1,0.88,0.906,0.4769
OHE00357,1,ohe_mast,TRD,MAIN05,double,10.58,0,365,0.0,70.0,2,2,0,winter,0,0,0.88,0.906,0.0
OHE00357,2,ohe_mast,TRD,MAIN05,double,10.67,30,365,0.082,70.0,2,2,1,winter,0,0,0.88,0.906,0.0017
OHE00357,3,ohe_mast,TRD,MAIN05,double,10.75,60,365,0.164,70.0,2,2,2,summer,0,0,0.88,0.906,0.0075
OHE00357,4,ohe_mast,TRD,MAIN05,double,10.83,90,365,0.247,70.0,2,2,3,summer,0,0,0.88,0.906,0.0174
OHE00357,5,ohe_mast,TRD,MAIN05,double,10.92,120,365,0.329,70.0,2,2,4,summer,1,0,0.88,0.906,0.0469
OHE00357,6,ohe_mast,TRD,MAIN05,double,11.0,150,365,0.411,70.0,2,2,5,monsoon,1,0,0.88,0.906,0.0739
OHE00357,7,ohe_mast,TRD,MAIN05,double,11.08,180,365,0.493,70.0,2,2,6,monsoon,1,0,0.88,0.906,0.1064
OHE00357,8,ohe_mast,TRD,MAIN05,double,11.17,210,365,0.575,70.0,2,2,7,monsoon,1,0,0.88,0.906,0.1439
OHE00357,9,ohe_mast,TRD,MAIN05,double,11.25,240,365,0.658,70.0,2,2,8,post_monsoon,0,0,0.88,0.906,0.1246
OHE00357,10,ohe_mast,TRD,MAIN05,double,11.33,270,365,0.74,70.0,2,2,9,post_monsoon,0,0,0.88,0.906,0.1551
OHE00357,11,ohe_mast,TRD,MAIN05,double,11.42,300,365,0.822,70.0,2,2,10,post_monsoon,0,0,0.88,0.906,0.1873
OHE00357,12,ohe_mast,TRD,MAIN05,double,11.5,330,365,0.904,70.0,2,2,11,winter,0,0,0.88,0.906,0.2209
OHE00357,13,ohe_mast,TRD,MAIN05,double,11.58,360,365,0.986,70.0,2,2,12,winter,0,0,0.88,0.906,0.2551
OHE00357,14,ohe_mast,TRD,MAIN05,double,11.67,390,365,1.068,70.0,2,2,13,winter,0,1,0.88,0.906,0.2894
OHE00357,15,ohe_mast,TRD,MAIN05,double,11.75,0,365,0.0,70.0,2,3,0,summer,0,0,0.88,0.906,0.0
OHE00357,16,ohe_mast,TRD,MAIN05,double,11.83,30,365,0.082,70.0,2,3,1,summer,0,0,0.88,0.906,0.002
OHE00357,17,ohe_mast,TRD,MAIN05,double,11.92,60,365,0.164,70.0,2,3,2,summer,1,0,0.88,0.906,0.0125
OHE00357,18,ohe_mast,TRD,MAIN05,double,12.0,90,365,0.247,70.0,2,3,3,monsoon,1,0,0.88,0.906,0.029
OHE00357,19,ohe_mast,TRD,MAIN05,double,12.08,120,365,0.329,70.0,2,3,4,monsoon,1,0,0.88,0.906,0.0525
OHE00357,20,ohe_mast,TRD,MAIN05,double,12.17,150,365,0.411,70.0,2,3,5,monsoon,1,0,0.88,0.906,0.0826
OHE00357,21,ohe_mast,TRD,MAIN05,double,12.25,180,365,0.493,70.0,2,3,6,post_monsoon,0,0,0.88,0.906,0.0798
OHE00357,22,ohe_mast,TRD,MAIN05,double,12.33,210,365,0.575,70.0,2,3,7,post_monsoon,0,0,0.88,0.906,0.108
OHE00357,23,ohe_mast,TRD,MAIN05,double,12.42,240,365,0.658,70.0,2,3,8,post_monsoon,0,0,0.88,0.906,0.1394
OHE00358,0,ohe_mast,TRD,MAIN05,double,3.9,192,365,0.526,70.0,2,0,30,winter,0,0,0.653,0.416,0.0634
OHE00358,1,ohe_mast,TRD,MAIN05,double,3.98,222,365,0.608,70.0,2,0,31,winter,0,0,0.653,0.416,0.0841
OHE00358,2,ohe_mast,TRD,MAIN05,double,4.07,252,365,0.69,70.0,2,0,32,winter,0,0,0.653,0.416,0.1069
OHE00358,3,ohe_mast,TRD,MAIN05,double,4.15,282,365,0.773,70.0,2,0,33,summer,0,0,0.653,0.416,0.1314
OHE00358,4,ohe_mast,TRD,MAIN05,double,4.23,312,365,0.855,70.0,2,0,34,summer,0,0,0.653,0.416,0.1571
OHE00358,5,ohe_mast,TRD,MAIN05,double,4.32,342,365,0.937,70.0,2,0,35,summer,1,1,0.653,0.416,0.3289
OHE00358,6,ohe_mast,TRD,MAIN05,double,4.4,12,365,0.033,70.0,2,1,0,monsoon,1,0,0.653,0.416,0.0004
OHE00358,7,ohe_mast,TRD,MAIN05,double,4.48,42,365,0.115,70.0,2,1,1,monsoon,1,0,0.653,0.416,0.0057
OHE00358,8,ohe_mast,TRD,MAIN05,double,4.57,72,365,0.197,70.0,2,1,2,monsoon,1,0,0.653,0.416,0.0175
OHE00358,9,ohe_mast,TRD,MAIN05,double,4.65,102,365,0.279,70.0,2,1,3,post_monsoon,0,0,0.653,0.416,0.0202
OHE00358,10,ohe_mast,TRD,MAIN05,double,4.73,132,365,0.362,70.0,2,1,4,post_monsoon,0,0,0.653,0.416,0.0342
OHE00358,11,ohe_mast,TRD,MAIN05,double,4.82,162,365,0.444,70.0,2,1,5,post_monsoon,0,0,0.653,0.416,0.0518
OHE00358,12,ohe_mast,TRD,MAIN05,double,4.9,192,365,0.526,70.0,2,1,6,winter,0,0,0.653,0.416,0.0726
OHE00358,13,ohe_mast,TRD,MAIN05,double,4.98,222,365,0.608,70.0,2,1,7,winter,0,0,0.653,0.416,0.0963
OHE00358,14,ohe_mast,TRD,MAIN05,double,5.07,252,365,0.69,70.0,2,1,8,winter,0,1,0.653,0.416,0.1224
OHE00358,15,ohe_mast,TRD,MAIN05,double,5.15,10,365,0.027,70.0,2,2,0,summer,0,0,0.653,0.416,0.0002
OHE00358,16,ohe_mast,TRD,MAIN05,double,5.23,40,365,0.11,70.0,2,2,1,summer,0,0,0.653,0.416,0.0032
OHE00358,17,ohe_mast,TRD,MAIN05,double,5.32,70,365,0.192,70.0,2,2,2,summer,1,0,0.653,0.416,0.0186
OHE00358,18,ohe_mast,TRD,MAIN05,double,5.4,100,365,0.274,70.0,2,2,3,monsoon,1,0,0.653,0.416,0.039
OHE00358,19,ohe_mast,TRD,MAIN05,double,5.48,130,365,0.356,70.0,2,2,4,monsoon,1,1,0.653,0.416,0.0669
OHE00358,20,ohe_mast,TRD,MAIN05,double,5.57,5,365,0.014,70.0,2,3,0,monsoon,1,0,0.653,0.416,0.0001
OHE00358,21,ohe_mast,TRD,MAIN05,double,5.65,35,365,0.096,70.0,2,3,1,post_monsoon,0,0,0.653,0.416,0.0027
OHE00358,22,ohe_mast,TRD,MAIN05,double,5.73,65,365,0.178,70.0,2,3,2,post_monsoon,0,0,0.653,0.416,0.0099
OHE00358,23,ohe_mast,TRD,MAIN05,double,5.82,95,365,0.26,70.0,2,3,3,post_monsoon,0,0,0.653,0.416,0.0217
OHE00359,0,ohe_mast,TRD,MAIN05,double,28.0,783,365,2.145,70.0,1,3,26,winter,0,1,0.939,0.681,0.7878
OHE00359,1,ohe_mast,TRD,MAIN05,double,28.08,17,365,0.047,70.0,1,4,0,winter,0,0,0.939,0.681,0.0008
OHE00359,2,ohe_mast,TRD,MAIN05,double,28.17,47,365,0.129,70.0,1,4,1,winter,0,0,0.939,0.681,0.0067
OHE00359,3,ohe_mast,TRD,MAIN05,double,28.25,77,365,0.211,70.0,1,4,2,summer,0,0,0.939,0.681,0.0187
OHE00359,4,ohe_mast,TRD,MAIN05,double,28.33,107,365,0.293,70.0,1,4,3,summer,0,0,0.939,0.681,0.0369
OHE00359,5,ohe_mast,TRD,MAIN05,double,28.42,137,365,0.375,70.0,1,4,4,summer,1,0,0.939,0.681,0.0951
OHE00359,6,ohe_mast,TRD,MAIN05,double,28.5,167,365,0.458,70.0,1,4,5,monsoon,1,0,0.939,0.681,0.1417
OHE00359,7,ohe_mast,TRD,MAIN05,double,28.58,197,365,0.54,70.0,1,4,6,monsoon,1,1,0.939,0.681,0.1965
OHE00359,8,ohe_mast,TRD,MAIN05,double,28.67,14,365,0.038,70.0,1,5,0,monsoon,1,0,0.939,0.681,0.0009
OHE00359,9,ohe_mast,TRD,MAIN05,double,28.75,44,365,0.121,70.0,1,5,1,post_monsoon,0,0,0.939,0.681,0.0063
