id,dept,asset_type,section_id,km_from,km_to,age_years,days_since_maintenance,maintenance_interval_days,criticality,annual_gmt,failures_3y
OHE00305,TRD,ohe_mast,MAIN04,55.59,55.59,14.1,31,365,2,53.5,0
TRA00306,ENG,track_segment,MAIN05,72.27,72.77,23.4,145,180,3,70.0,0
TRA00307,ENG,track_segment,MAIN05,73.97,74.47,21.5,329,180,4,70.0,0
TRA00308,ENG,track_segment,MAIN05,64.53,65.03,2.8,207,180,3,70.0,0
TRA00309,ENG,track_segment,MAIN05,62.7,63.2,18.1,28,180,2,70.0,0
TRA00310,ENG,track_segment,MAIN05,66.13,66.63,25.7,324,180,3,70.0,0
TRA00311,ENG,track_segment,MAIN05,70.48,70.98,12.6,339,180,2,70.0,1
TRA00312,ENG,track_segment,MAIN05,63.59,64.09,5.7,374,180,3,70.0,0
TRA00313,ENG,track_segment,MAIN05,63.12,63.62,24.1,158,180,3,70.0,0
TRA00314,ENG,track_segment,MAIN05,62.02,62.52,25.0,252,180,3,70.0,0
TRA00315,ENG,track_segment,MAIN05,65.77,66.27,2.3,335,180,4,70.0,5
TRA00316,ENG,track_segment,MAIN05,71.39,71.89,4.8,152,180,2,70.0,3
TRA00317,ENG,track_segment,MAIN05,67.94,68.44,18.7,140,180,4,70.0,0
TRA00318,ENG,track_segment,MAIN05,68.8,69.3,21.2,11,180,2,70.0,0
TRA00319,ENG,track_segment,MAIN05,64.97,65.47,11.0,119,180,4,70.0,1
TRA00320,ENG,track_segment,MAIN05,68.82,69.32,31.0,315,180,3,70.0,0
TRA00321,ENG,track_segment,MAIN05,70.14,70.64,2.9,34,180,3,70.0,0
TRA00322,ENG,track_segment,MAIN05,71.13,71.63,16.1,204,180,3,70.0,1
TRA00323,ENG,track_segment,MAIN05,69.58,70.08,13.2,120,180,3,70.0,0
TRA00324,ENG,track_segment,MAIN05,70.36,70.86,1.2,263,180,3,70.0,1
TRA00325,ENG,track_segment,MAIN05,62.34,62.84,10.4,355,180,3,70.0,0
TRA00326,ENG,track_segment,MAIN05,68.79,69.29,0.5,135,180,4,70.0,3
TRA00327,ENG,track_segment,MAIN05,64.35,64.85,3.6,30,180,3,70.0,0
TRA00328,ENG,track_segment,MAIN05,61.04,61.54,4.0,265,180,3,70.0,2
TRA00329,ENG,track_segment,MAIN05,64.83,65.33,16.1,98,180,3,70.0,2
TRA00330,ENG,track_segment,MAIN05,69.05,69.55,16.7,320,180,4,70.0,0
TRA00331,ENG,track_segment,MAIN05,65.32,65.82,17.8,142,180,4,70.0,1
LEV00332,ENG,level_crossing,MAIN05,68.66,68.66,31.2,125,120,3,70.0,1
BRI00333,ENG,bridge,MAIN05,73.86,73.86,3.4,411,365,5,70.0,1
SIG00334,SNT,signal,MAIN05,64.83,64.83,7.7,175,150,4,70.0,0
SIG00335,SNT,signal,MAIN05,62.15,62.15,17.6,147,150,4,70.0,0
SIG00336,SNT,signal,MAIN05,67.17,67.17,28.5,96,150,5,70.0,1
SIG00337,SNT,signal,MAIN05,69.69,69.69,13.2,14,150,5,70.0,0
SIG00338,SNT,signal,MAIN05,70.85,70.85,10.1,284,150,4,70.0,0
POI00339,SNT,point_machine,MAIN05,63.83,63.83,21.0,255,120,5,70.0,0
TRA00340,SNT,track_circuit,MAIN05,63.23,63.23,15.3,219,180,4,70.0,0
TRA00341,SNT,track_circuit,MAIN05,61.76,61.76,26.3,137,180,4,70.0,0
TRA00342,SNT,track_circuit,MAIN05,63.5,63.5,26.0,211,180,4,70.0,1
TRA00343,SNT,track_circuit,MAIN05,70.42,70.42,10.5,358,180,4,70.0,1
TRA00344,SNT,track_circuit,MAIN05,62.37,62.37,6.7,37,180,4,70.0,0
TRA00345,SNT,track_circuit,MAIN05,61.34,61.34,19.7,168,180,4,70.0,3
OHE00346,TRD,ohe_section,MAIN05,69.21,69.21,12.3,235,200,4,70.0,0
OHE00347,TRD,ohe_section,MAIN05,70.39,70.39,11.7,108,200,5,70.0,5
OHE00348,TRD,ohe_section,MAIN05,64.17,64.17,22.7,35,200,5,70.0,0
OHE00349,TRD,ohe_section,MAIN05,69.31,69.31,5.8,249,200,3,70.0,0
OHE00350,TRD,ohe_section,MAIN05,69.85,69.85,1.0,159,200,5,70.0,0
OHE00351,TRD,ohe_mast,MAIN05,69.28,69.28,30.4,550,365,3,70.0,1
OHE00352,TRD,ohe_mast,MAIN05,62.23,62.23,24.2,201,365,2,70.0,1
OHE00353,TRD,ohe_mast,MAIN05,64.28,64.28,28.6,280,365,2,70.0,0
OHE00354,TRD,ohe_mast,MAIN05,62.43,62.43,0.9,721,365,3,70.0,3
OHE00355,TRD,ohe_mast,MAIN05,67.76,67.76,24.8,772,365,2,70.0,0
OHE00356,TRD,ohe_mast,MAIN05,64.29,64.29,25.1,233,365,2,70.0,3
OHE00357,TRD,ohe_mast,MAIN05,67.87,67.87,10.5,672,365,2,70.0,1
OHE00358,TRD,ohe_mast,MAIN05,68.29,68.29,3.9,192,365,2,70.0,0
OHE00359,TRD,ohe_mast,MAIN05,65.81,65.81,28.0,783,365,1,70.0,3
OHE00360,TRD,ohe_mast,MAIN05,71.27,71.27,0.5,777,365,2,70.0,0
OHE00361,TRD,ohe_mast,MAIN05,65.48,65.48,10.1,691,365,2,70.0,1
OHE00362,TRD,ohe_mast,MAIN05,72.99,72.99,16.6,72,365,1,70.0,0
OHE00363,TRD,ohe_mast,MAIN05,73.51,73.51,10.0,222,365,2,70.0,0
OHE00364,TRD,ohe_mast,MAIN05,67.81,67.81,23.8,504,365,3,70.0,0
OHE00365,TRD,ohe_mast,MAIN05,61.58,61.58,27.1,324,365,3,70.0,3
OHE00366,TRD,ohe_mast,MAIN05,61.12,61.12,1.8,189,365,2,70.0,0
OHE00367,TRD,ohe_mast,MAIN05,73.83,73.83,31.6,723,365,1,70.0,0
OHE00368,TRD,ohe_mast,MAIN05,63.34,63.34,20.5,329,365,1,70.0,5
OHE00369,TRD,ohe_mast,MAIN05,62.36,62.36,23.2,255,365,3,70.0,1
TRA00370,ENG,track_segment,MAIN06,76.7,77.2,26.3,131,180,3,58.1,0
TRA00371,ENG,track_segment,MAIN06,84.2,84.7,6.1,309,180,3,58.1,1
TRA00372,ENG,track_segment,MAIN06,83.86,84.36,9.2,170,180,3,58.1,3
TRA00373,ENG,track_segment,MAIN06,81.88,82.38,14.0,361,180,3,58.1,0
TRA00374,ENG,track_segment,MAIN06,86.44,86.94,0.7,17,180,2,58.1,3
TRA00375,ENG,track_segment,MAIN06,85.37,85.87,21.5,211,180,4,58.1,3
TRA00376,ENG,track_segment,MAIN06,80.6,81.1,3.7,198,180,3,58.1,0
TRA00377,ENG,track_segment,MAIN06,76.91,77.41,5.3,371,180,3,58.1,2
TRA00378,ENG,track_segment,MAIN06,84.14,84.64,2.7,301,180,3,58.1,0
TRA00379,ENG,track_segment,MAIN06,81.87,82.37,28.5,351,180,4,58.1,0
TRA00380,ENG,track_segment,MAIN06,87.56,88.06,25.2,353,180,3,58.1,0
TRA00381,ENG,track_segment,MAIN06,79.02,79.52,2.0,252,180,4,58.1,0
TRA00382,ENG,track_segment,MAIN06,86.45,86.95,31.2,298,180,3,58.1,1
TRA00383,ENG,track_segment,MAIN06,82.42,82.92,10.6,315,180,3,58.1,1
TRA00384,ENG,track_segment,MAIN06,87.28,87.78,19.0,39,180,2,58.1,0
TRA00385,ENG,track_segment,MAIN06,83.79,84.29,11.1,36,180,4,58.1,1
TRA00386,ENG,track_segment,MAIN06,82.66,83.16,10.6,225,180,4,58.1,0
TRA00387,ENG,track_segment,MAIN06,78.97,79.47,8.1,320,180,4,58.1,2
TRA00388,ENG,track_segment,MAIN06,87.56,88.06,20.9,105,180,4,58.1,1
TRA00389,ENG,track_segment,MAIN06,74.16,74.66,28.8,230,180,3,58.1,0
TRA00390,ENG,track_segment,MAIN06,77.08,77.58,24.8,267,180,3,58.1,0
TRA00391,ENG,track_segment,MAIN06,87.2,87.7,26.7,237,180,3,58.1,3
TRA00392,ENG,track_segment,MAIN06,85.11,85.61,26.0,319,180,3,58.1,0
TRA00393,ENG,track_segment,MAIN06,75.52,76.02,24.5,327,180,3,58.1,1
TRA00394,ENG,track_segment,MAIN06,74.3,74.8,19.3,80,180,3,58.1,0
TRA00395,ENG,track_segment,MAIN06,87.89,88.39,9.3,290,180,4,58.1,1
TRA00396,ENG,track_segment,MAIN06,79.94,80.44,8.1,100,180,3,58.1,1
TRA00397,ENG,track_segment,MAIN06,85.39,85.89,6.7,11,180,3,58.1,1
LEV00398,ENG,level_crossing,MAIN06,82.23,82.23,21.4,83,120,3,58.1,3
BRI00399,ENG,bridge,MAIN06,85.85,85.85,17.1,151,365,4,58.1,1
SIG00400,SNT,signal,MAIN06,75.47,75.47,16.9,31,150,3,58.1,0
SIG00401,SNT,signal,MAIN06,80.15,80.15,28.2,224,150,3,58.1,0
SIG00402,SNT,signal,MAIN06,84.56,84.56,2.5,160,150,4,58.1,3
SIG00403,SNT,signal,MAIN06,78.7,78.7,1.8,66,150,4,58.1,0
SIG00404,SNT,signal,MAIN06,75.39,75.39,3.3,27,150,5,58.1,1
POI00405,SNT,point_machine,MAIN06,76.22,76.22,31.7,38,120,5,58.1,1
POI00406,SNT,point_machine,MAIN06,81.36,81.36,7.7,68,120,5,58.1,3
TRA00407,SNT,track_circuit,MAIN06,84.05,84.05,7.8,177,180,3,58.1,2
TRA00408,SNT,track_circuit,MAIN06,76.74,76.74,12.7,182,180,4,58.1,0
TRA00409,SNT,track_circuit,MAIN06,87.19,87.19,16.8,145,180,4,58.1,0
TRA00410,SNT,track_circuit,MAIN06,84.78,84.78,18.8,309,180,4,58.1,0
TRA00411,SNT,track_circuit,MAIN06,85.39,85.39,30.3,194,180,4,58.1,2
TRA00412,SNT,track_circuit,MAIN06,79.72,79.72,17.3,211,180,4,58.1,0
TRA00413,SNT,track_circuit,MAIN06,74.09,74.09,31.1,192,180,4,58.1,1
OHE00414,TRD,ohe_section,MAIN06,86.09,86.09,0.6,344,200,4,58.1,0
OHE00415,TRD,ohe_section,MAIN06,75.43,75.43,3.0,414,200,4,58.1,0
OHE00416,TRD,ohe_section,MAIN06,84.41,84.41,10.2,124,200,5,58.1,2
OHE00417,TRD,ohe_section,MAIN06,85.38,85.38,20.6,362,200,5,58.1,0
OHE00418,TRD,ohe_section,MAIN06,78.32,78.32,5.2,425,200,4,58.1,0
OHE00419,TRD,ohe_mast,MAIN06,85.32,85.32,5.2,646,365,1,58.1,2
OHE00420,TRD,ohe_mast,MAIN06,77.46,77.46,4.9,7,365,1,58.1,0
OHE00421,TRD,ohe_mast,MAIN06,75.59,75.59,2.4,590,365,1,58.1,2
OHE00422,TRD,ohe_mast,MAIN06,86.05,86.05,19.4,117,365,2,58.1,1
OHE00423,TRD,ohe_mast,MAIN06,84.8,84.8,26.8,256,365,1,58.1,0
OHE00424,TRD,ohe_mast,MAIN06,81.1,81.1,8.1,345,365,3,58.1,1
OHE00425,TRD,ohe_mast,MAIN06,81.14,81.14,8.4,121,365,2,58.1,5
OHE00426,TRD,ohe_mast,MAIN06,77.0,77.0,3.7,177,365,2,58.1,2
OHE00427,TRD,ohe_mast,MAIN06,76.82,76.82,16.2,643,365,3,58.1,1
OHE00428,TRD,ohe_mast,MAIN06,86.35,86.35,27.2,711,365,2,58.1,1
OHE00429,TRD,ohe_mast,MAIN06,78.27,78.27,3.6,536,365,1,58.1,1
OHE00430,TRD,ohe_mast,MAIN06,82.62,82.62,12.2,510,365,3,58.1,0
OHE00431,TRD,ohe_mast,MAIN06,83.2,83.2,20.6,541,365,2,58.1,5
OHE00432,TRD,ohe_mast,MAIN06,86.89,86.89,3.4,231,365,2,58.1,1
OHE00433,TRD,ohe_mast,MAIN06,79.46,79.46,6.3,757,365,1,58.1,0
OHE00434,TRD,ohe_mast,MAIN06,86.93,86.93,8.7,100,365,2,58.1,2
OHE00435,TRD,ohe_mast,MAIN06,76.98,76.98,30.0,722,365,3,58.1,0
OHE00436,TRD,ohe_mast,MAIN06,83.7,83.7,23.1,620,365,2,58.1,1
OHE00437,TRD,ohe_mast,MAIN06,84.49,84.49,30.7,66,365,3,58.1,0
OHE00438,TRD,ohe_mast,MAIN06,84.9,84.9,17.4,363,365,1,58.1,2
OHE00439,TRD,ohe_mast,MAIN06,78.54,78.54,22.6,172,365,2,58.1,0
TRA00440,ENG,track_segment,MAIN07,97.64,98.14,14.0,294,180,4,39.8,1
TRA00441,ENG,track_segment,MAIN07,97.77,98.27,8.6,252,180,2,39.8,5
TRA00442,ENG,track_segment,MAIN07,95.99,96.49,24.7,190,180,3,39.8,2
TRA00443,ENG,track_segment,MAIN07,93.85,94.35,20.5,46,180,3,39.8,1
TRA00444,ENG,track_segment,MAIN07,95.4,95.9,7.7,138,180,3,39.8,1
TRA00445,ENG,track_segment,MAIN07,101.92,102.42,11.9,125,180,3,39.8,0
TRA00446,ENG,track_segment,MAIN07,96.73,97.23,15.2,338,180,4,39.8,2
TRA00447,ENG,track_segment,MAIN07,89.07,89.57,31.0,308,180,3,39.8,0
TRA00448,ENG,track_segment,MAIN07,98.74,99.24,26.4,220,180,4,39.8,0
TRA00449,ENG,track_segment,MAIN07,95.72,96.22,25.8,24,180,4,39.8,0
TRA00450,ENG,track_segment,MAIN07,91.95,92.45,3.9,91,180,3,39.8,0
TRA00451,ENG,track_segment,MAIN07,99.55,100.05,18.2,75,180,4,39.8,1
TRA00452,ENG,track_segment,MAIN07,90.87,91.37,25.9,47,180,4,39.8,0
TRA00453,ENG,track_segment,MAIN07,99.28,99.78,2.2,110,180,4,39.8,0
TRA00454,ENG,track_segment,MAIN07,95.97,96.47,11.0,233,180,3,39.8,5
TRA00455,ENG,track_segment,MAIN07,88.97,89.47,8.2,49,180,2,39.8,1
TRA00456,ENG,track_segment,MAIN07,100.77,101.27,13.5,143,180,2,39.8,1
TRA00457,ENG,track_segment,MAIN07,101.87,102.37,4.2,204,180,4,39.8,1
TRA00458,ENG,track_segment,MAIN07,97.14,97.64,14.8,105,180,3,39.8,0
TRA00459,ENG,track_segment,MAIN07,99.69,100.19,14.4,149,180,4,39.8,0
TRA00460,ENG,track_segment,MAIN07,91.47,91.97,10.5,70,180,3,39.8,1
TRA00461,ENG,track_segment,MAIN07,91.27,91.77,24.1,368,180,4,39.8,0
TRA00462,ENG,track_segment,MAIN07,96.79,97.29,29.6,169,180,3,39.8,0
TRA00463,ENG,track_segment,MAIN07,92.09,92.59,14.0,334,180,4,39.8,0
TRA00464,ENG,track_segment,MAIN07,102.96,103.46,5.7,159,180,4,39.8,0
TRA00465,ENG,track_segment,MAIN07,89.05,89.55,29.6,252,180,4,39.8,3
TRA00466,ENG,track_segment,MAIN07,98.76,99.26,20.9,365,180,2,39.8,1
TRA00467,ENG,track_segment,MAIN07,93.56,94.06,8.5,148,180,4,39.8,1
TRA00468,ENG,track_segment,MAIN07,99.11,99.61,8.9,257,180,2,39.8,0
TRA00469,ENG,track_segment,MAIN07,98.35,98.85,20.0,257,180,4,39.8,0
LEV00470,ENG,level_crossing,MAIN07,99.36,99.36,13.1,137,120,3,39.8,1
BRI00471,ENG,bridge,MAIN07,100.93,100.93,3.4,551,365,5,39.8,0
SIG00472,SNT,signal,MAIN07,92.36,92.36,15.0,295,150,3,39.8,3
SIG00473,SNT,signal,MAIN07,90.95,90.95,11.4,277,150,3,39.8,2
SIG00474,SNT,signal,MAIN07,97.1,97.1,8.8,235,150,4,39.8,0
SIG00475,SNT,signal,MAIN07,101.7,101.7,25.6,68,150,3,39.8,0
SIG00476,SNT,signal,MAIN07,99.26,99.26,23.5,11,150,5,39.8,1
SIG00477,SNT,signal,MAIN07,89.99,89.99,26.7,312,150,3,39.8,0
POI00478,SNT,point_machine,MAIN07,88.51,88.51,12.4,162,120,5,39.8,0
POI00479,SNT,point_machine,MAIN07,99.68,99.68,17.0,215,120,5,39.8,0
TRA00480,SNT,track_circuit,MAIN07,95.31,95.31,8.9,95,180,5,39.8,0
TRA00481,SNT,track_circuit,MAIN07,97.68,97.68,20.7,189,180,4,39.8,0
TRA00482,SNT,track_circuit,MAIN07,101.87,101.87,3.3,156,180,5,39.8,0
TRA00483,SNT,track_circuit,MAIN07,102.61,102.61,29.0,205,180,4,39.8,0
TRA00484,SNT,track_circuit,MAIN07,98.98,98.98,7.0,28,180,5,39.8,0
TRA00485,SNT,track_circuit,MAIN07,91.08,91.08,17.3,330,180,4,39.8,0
TRA00486,SNT,track_circuit,MAIN07,97.18,97.18,23.8,368,180,4,39.8,0
OHE00487,TRD,ohe_section,MAIN07,101.47,101.47,12.8,98,200,3,39.8,0
OHE00488,TRD,ohe_section,MAIN07,96.86,96.86,21.0,340,200,3,39.8,1
OHE00489,TRD,ohe_section,MAIN07,94.65,94.65,19.0,229,200,3,39.8,1
OHE00490,TRD,ohe_section,MAIN07,99.7,99.7,14.5,76,200,4,39.8,2
OHE00491,TRD,ohe_section,MAIN07,95.44,95.44,6.3,342,200,4,39.8,0
OHE00492,TRD,ohe_section,MAIN07,99.91,99.91,32.0,85,200,5,39.8,0
OHE00493,TRD,ohe_mast,MAIN07,95.81,95.81,16.1,302,365,2,39.8,0
OHE00494,TRD,ohe_mast,MAIN07,91.7,91.7,12.7,393,365,3,39.8,1
OHE00495,TRD,ohe_mast,MAIN07,99.68,99.68,22.9,98,365,2,39.8,0
OHE00496,TRD,ohe_mast,MAIN07,101.31,101.31,18.5,209,365,2,39.8,0
OHE00497,TRD,ohe_mast,MAIN07,88.05,88.05,2.0,700,365,3,39.8,0
OHE00498,TRD,ohe_mast,MAIN07,89.54,89.54,10.0,336,365,2,39.8,1
OHE00499,TRD,ohe_mast,MAIN07,90.33,90.33,2.7,269,365,2,39.8,0
OHE00500,TRD,ohe_mast,MAIN07,96.92,96.92,14.2,681,365,2,39.8,2
OHE00501,TRD,ohe_mast,MAIN07,89.26,89.26,7.6,352,365,1,39.8,0
OHE00502,TRD,ohe_mast,MAIN07,102.85,102.85,4.1,196,365,2,39.8,3
OHE00503,TRD,ohe_mast,MAIN07,94.81,94.81,9.6,270,365,1,39.8,0
OHE00504,TRD,ohe_mast,MAIN07,98.99,98.99,9.8,80,365,1,39.8,0
OHE00505,TRD,ohe_mast,MAIN07,89.87,89.87,13.2,351,365,2,39.8,0
OHE00506,TRD,ohe_mast,MAIN07,101.53,101.53,4.1,258,365,2,39.8,0
OHE00507,TRD,ohe_mast,MAIN07,90.59,90.59,1.4,11,365,2,39.8,0
OHE00508,TRD,ohe_mast,MAIN07,96.32,96.32,6.4,262,365,2,39.8,1
OHE00509,TRD,ohe_mast,MAIN07,99.88,99.88,24.5,256,365,2,39.8,0
OHE00510,TRD,ohe_mast,MAIN07,98.01,98.01,13.3,494,365,2,39.8,0
OHE00511,TRD,ohe_mast,MAIN07,88.67,88.67,3.5,748,365,2,39.8,0
OHE00512,TRD,ohe_mast,MAIN07,92.8,92.8,3.3,741,365,3,39.8,0
OHE00513,TRD,ohe_mast,MAIN07,89.0,89.0,14.1,592,365,1,39.8,2
OHE00514,TRD,ohe_mast,MAIN07,92.91,92.91,12.8,162,365,3,39.8,0
TRA00515,ENG,track_segment,MAIN08,103.18,103.68,19.4,190,180,3,49.8,0
TRA00516,ENG,track_segment,MAIN08,103.43,103.93,6.7,51,180,3,49.8,0
TRA00517,ENG,track_segment,MAIN08,111.74,112.24,18.6,183,180,3,49.8,0
TRA00518,ENG,track_segment,MAIN08,118.99,119.49,15.4,310,180,4,49.8,0
TRA00519,ENG,track_segment,MAIN08,119.0,119.5,26.6,85,180,3,49.8,0
TRA00520,ENG,track_segment,MAIN08,118.4,118.9,29.2,383,180,2,49.8,0
TRA00521,ENG,track_segment,MAIN08,104.28,104.78,2.4,78,180,3,49.8,2
TRA00522,ENG,track_segment,MAIN08,111.06,111.56,16.7,222,180,3,49.8,0
TRA00523,ENG,track_segment,MAIN08,118.06,118.56,27.8,255,180,2,49.8,1
TRA00524,ENG,track_segment,MAIN08,113.24,113.74,17.2,185,180,2,49.8,0
TRA00525,ENG,track_segment,MAIN08,119.69,120.19,5.0,250,180,3,49.8,0
TRA00526,ENG,track_segment,MAIN08,115.41,115.91,17.5,326,180,4,49.8,0
TRA00527,ENG,track_segment,MAIN08,105.35,105.85,14.6,104,180,2,49.8,2
TRA00528,ENG,track_segment,MAIN08,112.23,112.73,8.0,244,180,3,49.8,1
TRA00529,ENG,track_segment,MAIN08,105.03,105.53,6.5,328,180,2,49.8,0
TRA00530,ENG,track_segment,MAIN08,111.55,112.05,10.0,170,180,3,49.8,0
TRA00531,ENG,track_segment,MAIN08,103.41,103.91,20.2,64,180,3,49.8,0
TRA00532,ENG,track_segment,MAIN08,105.15,105.65,13.2,264,180,3,49.8,0
TRA00533,ENG,track_segment,MAIN08,105.73,106.23,6.6,89,180,4,49.8,0
TRA00534,ENG,track_segment,MAIN08,113.16,113.66,22.8,299,180,3,49.8,1
TRA00535,ENG,track_segment,MAIN08,108.46,108.96,11.6,362,180,4,49.8,0
TRA00536,ENG,track_segment,MAIN08,115.79,116.29,22.8,17,180,2,49.8,0
TRA00537,ENG,track_segment,MAIN08,118.49,118.99,23.5,360,180,4,49.8,0
TRA00538,ENG,track_segment,MAIN08,117.34,117.84,19.3,101,180,3,49.8,1
TRA00539,ENG,track_segment,MAIN08,116.93,117.43,19.0,355,180,3,49.8,1
TRA00540,ENG,track_segment,MAIN08,106.63,107.13,20.2,186,180,3,49.8,0
TRA00541,ENG,track_segment,MAIN08,104.0,104.5,30.1,389,180,4,49.8,0
TRA00542,ENG,track_segment,MAIN08,115.6,116.1,25.2,348,180,4,49.8,0
TRA00543,ENG,track_segment,MAIN08,106.52,107.02,29.8,172,180,4,49.8,0
TRA00544,ENG,track_segment,MAIN08,103.43,103.93,18.9,261,180,2,49.8,0
TRA00545,ENG,track_segment,MAIN08,118.0,118.5,5.8,144,180,3,49.8,0
TRA00546,ENG,track_segment,MAIN08,107.9,108.4,3.7,191,180,4,49.8,0
TRA00547,ENG,track_segment,MAIN08,105.77,106.27,19.6,297,180,2,49.8,0
TRA00548,ENG,track_segment,MAIN08,115.17,115.67,11.6,366,180,3,49.8,1
LEV00549,ENG,level_crossing,MAIN08,115.36,115.36,10.1,146,120,4,49.8,0
BRI00550,ENG,bridge,MAIN08,117.18,117.18,29.2,588,365,5,49.8,1
SIG00551,SNT,signal,MAIN08,118.68,118.68,9.3,250,150,3,49.8,0
SIG00552,SNT,signal,MAIN08,104.16,104.16,6.4,122,150,3,49.8,2
SIG00553,SNT,signal,MAIN08,111.57,111.57,4.6,49,150,4,49.8,1
SIG00554,SNT,signal,MAIN08,118.44,118.44,4.8,191,150,3,49.8,1
SIG00555,SNT,signal,MAIN08,116.96,116.96,10.7,316,150,4,49.8,1
SIG00556,SNT,signal,MAIN08,107.38,107.38,17.6,44,150,4,49.8,1
POI00557,SNT,point_machine,MAIN08,103.65,103.65,4.7,218,120,4,49.8,0
POI00558,SNT,point_machine,MAIN08,112.37,112.37,14.0,228,120,4,49.8,2
TRA00559,SNT,track_circuit,MAIN08,106.97,106.97,14.0,25,180,4,49.8,0
TRA00560,SNT,track_circuit,MAIN08,111.66,111.66,15.7,259,180,5,49.8,0
TRA00561,SNT,track_circuit,MAIN08,107.82,107.82,12.8,151,180,4,49.8,1
TRA00562,SNT,track_circuit,MAIN08,108.58,108.58,3.5,246,180,5,49.8,1
TRA00563,SNT,track_circuit,MAIN08,118.5,118.5,1.9,258,180,5,49.8,0
TRA00564,SNT,track_circuit,MAIN08,106.33,106.33,15.2,66,180,4,49.8,0
TRA00565,SNT,track_circuit,MAIN08,116.69,116.69,1.9,110,180,3,49.8,0
TRA00566,SNT,track_circuit,MAIN08,106.07,106.07,31.0,236,180,4,49.8,0
OHE00567,TRD,ohe_section,MAIN08,103.95,103.95,22.7,332,200,4,49.8,1
OHE00568,TRD,ohe_section,MAIN08,103.28,103.28,25.6,313,200,3,49.8,0
OHE00569,TRD,ohe_section,MAIN08,108.24,108.24,13.7,116,200,4,49.8,0
OHE00570,TRD,ohe_section,MAIN08,114.93,114.93,27.2,260,200,3,49.8,2
OHE00571,TRD,ohe_section,MAIN08,119.97,119.97,1.7,303,200,4,49.8,0
OHE00572,TRD,ohe_section,MAIN08,104.47,104.47,26.4,191,200,3,49.8,0
OHE00573,TRD,ohe_mast,MAIN08,107.04,107.04,17.3,317,365,1,49.8,0
OHE00574,TRD,ohe_mast,MAIN08,108.31,108.31,20.0,249,365,3,49.8,2
OHE00575,TRD,ohe_mast,MAIN08,110.29,110.29,23.6,33,365,3,49.8,0
OHE00576,TRD,ohe_mast,MAIN08,110.99,110.99,1.2,456,365,3,49.8,2
OHE00577,TRD,ohe_mast,MAIN08,119.66,119.66,16.1,711,365,2,49.8,0
OHE00578,TRD,ohe_mast,MAIN08,110.65,110.65,22.0,451,365,3,49.8,0
OHE00579,TRD,ohe_mast,MAIN08,106.35,106.35,10.6,689,365,2,49.8,3
OHE00580,TRD,ohe_mast,MAIN08,114.68,114.68,25.2,491,365,2,49.8,2
OHE00581,TRD,ohe_mast,MAIN08,108.11,108.11,30.1,300,365,2,49.8,1
OHE00582,TRD,ohe_mast,MAIN08,113.69,113.69,15.0,646,365,3,49.8,0
OHE00583,TRD,ohe_mast,MAIN08,115.41,115.41,25.0,200,365,2,49.8,2
OHE00584,TRD,ohe_mast,MAIN08,116.54,116.54,31.2,464,365,3,49.8,1
OHE00585,TRD,ohe_mast,MAIN08,116.46,116.46,18.6,17,365,3,49.8,0
OHE00586,TRD,ohe_mast,MAIN08,117.68,117.68,27.2,646,365,1,49.8,0
OHE00587,TRD,ohe_mast,MAIN08,112.05,112.05,14.6,529,365,2,49.8,3
OHE00588,TRD,ohe_mast,MAIN08,106.63,106.63,11.5,771,365,3,49.8,0
OHE00589,TRD,ohe_mast,MAIN08,116.54,116.54,15.3,429,365,2,49.8,1
OHE00590,TRD,ohe_mast,MAIN08,105.25,105.25,20.5,659,365,2,49.8,1
OHE00591,TRD,ohe_mast,MAIN08,109.49,109.49,11.4,249,365,2,49.8,0
OHE00592,TRD,ohe_mast,MAIN08,115.3,115.3,7.6,751,365,1,49.8,1
OHE00593,TRD,ohe_mast,MAIN08,111.36,111.36,15.2,408,365,3,49.8,0
OHE00594,TRD,ohe_mast,MAIN08,109.18,109.18,30.5,347,365,1,49.8,1
OHE00595,TRD,ohe_mast,MAIN08,109.32,109.32,28.5,708,365,2,49.8,0
OHE00596,TRD,ohe_mast,MAIN08,115.85,115.85,15.0,212,365,3,49.8,0
OHE00597,TRD,ohe_mast,MAIN08,115.82,115.82,5.6,381,365,3,49.8,0
TRA00598,ENG,track_segment,MAIN09,128.09,128.59,14.2,234,180,4,45.2,2
TRA00599,ENG,track_segment,MAIN09,120.86,121.36,13.2,137,180,3,45.2,0
TRA00600,ENG,track_segment,MAIN09,125.17,125.67,20.2,14,180,2,45.2,3
TRA00601,ENG,track_segment,MAIN09,130.15,130.65,26.1,34,180,3,45.2,2
TRA00602,ENG,track_segment,MAIN09,126.48,126.98,23.5,21,180,3,45.2,0
TRA00603,ENG,track_segment,MAIN09,129.04,129.54,3.5,130,180,3,45.2,1
TRA00604,ENG,track_segment,MAIN09,135.09,135.59,21.1,109,180,3,45.2,0
TRA00605,ENG,track_segment,MAIN09,132.3,132.8,9.4,263,180,3,45.2,0
TRA00606,ENG,track_segment,MAIN09,120.83,121.33,20.8,209,180,4,45.2,1
TRA00607,ENG,track_segment,MAIN09,129.81,130.31,19.7,252,180,2,45.2,0
TRA00608,ENG,track_segment,MAIN09,133.89,134.39,28.0,12,180,4,45.2,0
TRA00609,ENG,track_segment,MAIN09,131.97,132.47,17.5,354,180,3,45.2,1
